track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1bw9ZJ8A0EY3Xdp4MVUWjB,Il Divo,Ancora,Hasta mi final,24,215920,False,0.363,0.297,5,-8.254,1,0.0308,0.425,0.000254,0.11,0.105,131.236,4,opera
16BtMYMHIH9eGVlkZB0ain,Lenzman,Golden Age,Homie Don't Play That,16,291839,False,0.495,0.884,1,-4.56,1,0.0461,0.00214,0.786,0.0692,0.474,171.998,4,drum-and-bass
18EcR5oRBNKqKqX9qxpcKC,Chase & Status;Popcaan;IRAH,What Came Before,Censor (feat. Popcaan & IRAH),54,216093,True,0.511,0.96,5,-3.214,1,0.395,0.00444,0.000121,0.133,0.307,175.076,4,drum-and-bass
1WLmDv4iF7ZSH3TLSh6c7p,Chico Buarque,Sinal Fechado,Acorda Amor,41,140640,False,0.547,0.522,0,-13.369,1,0.0762,0.305,8.3e-05,0.125,0.536,87.616,4,mpb
10Q9usWXIWvSFFtE3rdcVW,Antonio José,Retro Baladas,Contigo,0,201759,False,0.522,0.648,4,-5.189,1,0.0377,0.254,0.0,0.224,0.214,151.874,4,spanish
5RXmLhscstsdvWPN0XtUa0,Vickeblanka,Black Catcher,Black Catcher,68,195000,False,0.586,0.892,11,-5.259,0,0.0349,0.00079,4.05e-06,0.16,0.665,100.04,4,j-rock
2U5seysahayD1UCowxOIQt,Adam Sandler;8 Crazy Nights Cast;Blake Clark;Kevin Farley;Tom Kenny;Lari Friedman;Jared Sandler;Jillian Sandler;Dylan Sprouse;Carl Weathers;Tyra Banks;Cole Sprouse;Ann Wilson;Richard Page,Eight Crazy Nights (Original Movie Soundtrack),"Intervention Song (with Blake Clark, Kevin Farley, Tom Kenny, Lari Friedman, Jared Sandler, Jillian Sandler, Dylan Sprouse, Carl Weathers, Tyra Banks, Cole Sprouse, Ann Wilson & Richard Page)",22,153493,False,0.558,0.616,4,-8.308,1,0.129,0.506,0.0,0.895,0.262,94.277,4,comedy
7nR2mGoLpfzMA5f3tFdtvV,Sebastian Yatra;Luis Figueroa;Lary Over,Perreo Tenebroso Vol. 2,Por Perro,0,245360,False,0.684,0.762,0,-5.147,1,0.0564,0.419,0.0,0.0759,0.905,172.015,4,reggae
3JMuqa4x9ZMWxgA8RaAiya,Stephanie Hsu;'Be More Chill' Ensemble;Be More Chill,Be More Chill (Original Cast Recording),A Guy That I'd Kinda Be Into,52,164400,False,0.497,0.474,3,-7.279,1,0.044,0.764,0.000223,0.453,0.493,133.934,4,show-tunes
1ahVFh0ViDZr8LvkEVlq3B,Martin Garrix;Bonn,No Sleep (feat. Bonn),No Sleep (feat. Bonn),63,207094,False,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,4,progressive-house
2Qu65QrO1DiWVJIteOD9ri,Raffi,"One Light, One Sun","Twinkle, Twinkle, Little Star",57,71160,False,0.728,0.0392,0,-22.703,1,0.0354,0.964,0.0431,0.167,0.484,97.764,4,folk
0e9pDxoOOkDQijevdS6krs,Vadim Kozin,Вадим Козин. 20 лучших песен,Последний раз,0,182813,False,0.307,0.0272,0,-22.891,0,0.0449,0.991,0.00335,0.0592,0.072,172.324,4,romance
6KDNxqCFmCGu0yd27xvnSG,Black Eyed Peas,Обратно в клас - pop,I Gotta Feeling,1,289493,False,0.746,0.793,0,-5.725,1,0.0265,0.0519,0.0,0.421,0.656,127.973,4,dance
2PcRcEPe8HkDhYsA6OV6d4,keshi,skeletons,xoxosos,59,153480,True,0.619,0.401,5,-10.067,1,0.0372,0.557,7.49e-06,0.112,0.257,80.002,4,chill
72SlP8S4Z8KWVPC8BbDXxJ,Peggy Lee,Christmas Best Hits 2022,Happy Holiday,0,115506,False,0.369,0.499,6,-9.301,1,0.0448,0.829,1.75e-06,0.154,0.69,192.76,3,jazz
2G6M3FS6WpeRliynhEKruN,Mc Lipi,Play no Verão,Play no Verão,47,206053,False,0.594,0.795,5,-1.074,1,0.158,0.0571,1e-06,0.198,0.681,179.956,4,funk
2wbRd7bFrrzLaUFXJfhFVf,Don Valiyavelicham,Lord Saviour,En Prema Geethamam,25,408199,False,0.421,0.287,6,-11.149,1,0.0291,0.893,3.13e-05,0.0919,0.208,131.751,4,malay
3c4hmSnBQvLyQ0nDycpzAx,Attaque 77,Trapos,Hacelo por Mí (En Vivo),38,215240,False,0.234,0.952,4,-3.577,1,0.0393,0.000162,7.02e-06,0.569,0.579,159.269,4,punk
19JzJOMs4wkuKxY8WEOMea,Elijah Who,Gentle Boy,this girl,62,122704,False,0.79,0.133,8,-9.365,1,0.0915,0.875,0.808,0.111,0.422,69.997,4,chill
3UN6cIn3VIyg0z1LCuFSum,David Guetta;Usher,Nothing but the Beat (Ultimate Edition),Without You (feat. Usher),70,208133,False,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,4,edm
1z6zJqayfsAiiYtQ3minb7,DJ Shadow,Endtroducing.....,Midnight In A Perfect World,55,298373,False,0.664,0.644,7,-9.334,0,0.0352,0.531,0.661,0.251,0.646,79.526,4,trip-hop
7EKylE34yNJV97yIYgwwTl,OneRepublic,TickTok Back To School 2022,I Ain't Worried,2,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano
5eEiRn4wYsSbInolcRAYIY,Derrick May,Innovator (Mayday),Dreams of Dreamers,7,241386,False,0.611,0.621,11,-10.059,0,0.0391,0.0445,0.013,0.0436,0.858,128.944,4,detroit-techno
5m3HJ9BGW6on64t8w5r83B,Azhirock,Lucifer : Annihilated,Things You've Done,0,224329,False,0.323,0.908,11,-5.559,0,0.139,0.105,0.0,0.666,0.661,130.022,4,iranian
4bcw4vWPXGAPXhm8ZQ30ZZ,Ocoeur,Connections,Endurance,9,254032,False,0.54,0.77,5,-11.845,0,0.0499,0.88,0.879,0.115,0.0557,100.0,4,idm
2J2Z1SkXYghSajLibnQHOa,Sia,This Is Acting,Unstoppable,81,217746,False,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4,dance
3Z4ZuDrY684IFTBz2ze708,The Spencer Davis Group,Gimme Some Lovin' / Blues In F,Gimme Some Lovin' - Single Mix,64,178840,False,0.598,0.564,0,-6.454,1,0.032,0.216,0.000204,0.277,0.43,147.619,4,british
4WV73uVSyGORPU6orKLvlg,Secret Agent 23 Skidoo;MC Fireworks,The Figments of Polyglot: Mixtape 7,Make Great Mistaks,13,182560,False,0.832,0.76,5,-8.391,1,0.225,0.116,8.78e-06,0.251,0.566,96.008,4,kids
7iW8xGGEHZFMcyBdWlAsIX,Nosferatu,Demonic Playgrounds,A Sinner’s Descent,31,199782,False,0.245,0.974,1,-1.413,1,0.436,0.171,4.97e-05,0.35,0.162,184.986,4,happy
4YBtyQJz3DXZaZjHiFN5Dd,Dinah Washington,The Greatest Jazz Mix,September In The Rain,0,129332,False,0.401,0.213,1,-13.124,1,0.0544,0.342,1.01e-05,0.0596,0.678,110.623,4,blues
014yBfk5cE068jlXiX59l0,Oleg Pogudin,Городской романс,Не пробуждай воспоминаний,0,240080,False,0.328,0.0985,2,-18.566,0,0.0357,0.934,0.00363,0.141,0.174,91.147,3,romance
1XlosMc3GohfbyiCnUZOCR,MASN,How To Kill A Rockstar,Val!um,47,190129,True,0.705,0.472,2,-8.149,0,0.0413,0.612,0.0,0.111,0.246,97.977,4,emo
1PYsy4cGp3egbeaQDjIGIa,Martin Garrix,BYLAW EP,Yottabyte,48,210004,False,0.634,0.632,5,-4.52,0,0.0313,0.0129,0.000453,0.116,0.449,128.075,4,progressive-house
33OY3KMWt0DbXJoP7r8MaA,Stevie Wonder,Silent Night,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,5,-6.961,1,0.0323,0.0982,0.0,0.1,0.799,83.506,4,indie
5odZSb04gMO8HToe38ylz4,K.I.Z;Stunna666,Und das Geheimnis der unbeglichenen Bordellrechnung,Autobahntunnelfischmenschen,42,138671,True,0.826,0.522,2,-9.72,1,0.49,0.0537,8.2e-05,0.675,0.535,144.971,4,german
39pr6XfDMdAFh3VdZQD7Ju,Thee Oh Sees,Help,Meat Step Lively,26,168560,False,0.431,0.871,0,-6.846,1,0.039,0.00102,0.881,0.379,0.667,137.895,4,garage
32yCdWFYP6Y6NgWeLc75Ra,Lorhann,Minha Força,Minha Força,41,323356,False,0.538,0.508,0,-8.407,1,0.03,0.631,0.0,0.175,0.253,129.849,4,gospel
38YgZVHPWOWsKrsCXz6JyP,Matt Nathanson,Some Mad Hope,Come On Get Higher,71,215173,False,0.672,0.623,9,-5.699,1,0.0297,0.241,0.0,0.0848,0.617,92.018,4,acoustic
6Wx88Mv6b9ofjKMKkdwOJd,Linkin Park,Transformers: Revenge Of The Fallen The Album,New Divide,70,268613,False,0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,4,grunge
1FKPfCP5XLtkytWxP6PZ5h,Electroqute,Tanpasin,Markh,0,271971,False,0.459,0.948,7,-3.671,1,0.0794,0.000124,0.00825,0.0984,0.48,167.0,4,iranian
3O9nQmCkiA2VUAqQpkJZhD,The Lonely Island;Michael Bolton,Turtleneck & Chain (Explicit Version),Jack Sparrow,58,187746,True,0.718,0.712,8,-5.242,1,0.222,0.0225,0.0,0.0442,0.42,97.005,4,comedy
1ecIvF4THpjBQtV2XOWS3Y,The Infamous Stringdusters,Toward the Fray,I Didn't Know,22,240893,False,0.528,0.74,4,-7.577,0,0.0306,0.435,2.55e-06,0.119,0.732,150.668,4,bluegrass
4Duyg2MpEmHSLqxTvvgQ26,The Godfathers Of Deep House SA,The 4th Commandment 2020 Chapter 30,This Shit Again - Nostalgic Mix,26,410373,False,0.776,0.376,9,-14.143,0,0.073,0.014,0.917,0.111,0.467,118.009,4,deep-house
3oVXB5vAiGi7PYegoO5XXn,Discordance Axis,Jouhou,Typeface,10,70586,False,0.272,0.987,6,-9.284,0,0.126,2.1e-05,0.934,0.175,0.0461,140.142,4,grindcore
223dRxIidnjKOvmTG3T57n,Em Beihold,Отново на училище,Numb Little Bug,2,169237,False,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,4,singer-songwriter
05NYcsjJwOYq4jIiKPVj9p,The Black Crowes,Shake Your Money Maker,Hard To Handle,72,188066,False,0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,4,blues
2irOqljUpmxU16GCq8mZ6U,"Sergio Vega ""El Shaka""",Atraves de la Luna,El Dia Que Puedas,44,249469,False,0.808,0.456,3,-10.971,1,0.0586,0.268,8.52e-05,0.0379,0.872,102.645,4,r-n-b
1kIFa3geFcIPOfmzlbBt2z,Jorge Muñiz;Margarita la diosa de la cumbia,Azulejos 2,Madrigal,37,262240,False,0.678,0.391,2,-9.638,1,0.031,0.826,1.92e-05,0.639,0.409,112.042,4,rock-n-roll
52iLDrSoRtf9lcgFuLVfqE,Sasha Alex Sloan,Older,Older,71,191001,False,0.681,0.292,11,-9.599,1,0.0483,0.743,0.0,0.0974,0.162,64.002,4,electro
2yB0vv1uJONVlnMOO8x8EV,Culture Club,Best Of Karneval,Karma Chameleon - Remastered 2002,0,256200,False,0.631,0.867,10,-2.207,1,0.036,0.237,0.0,0.12,0.916,92.136,4,disco
7eKebagU8RXRnPitSnd3hT,Pional,When Love Hurts,Casualty,48,307561,False,0.876,0.481,1,-8.429,1,0.0523,0.00563,0.191,0.436,0.581,120.005,4,minimal-techno
4JrGSwpT4RqDOsS6sE4zbn,Unha Pintada,Some ou Me Assume,Some ou Me Assume,46,195735,False,0.75,0.667,10,-3.219,1,0.0595,0.616,0.0,0.263,0.695,134.891,4,pagode
098gDz8uCPQtlVECl8o1ct,Unresolved;Jason Payne,How It Goes,Nuclear - Rebelion Remix,22,309701,True,0.553,0.929,1,-4.83,1,0.164,0.078,0.0,0.246,0.186,154.777,4,hardstyle
7A7EIiveCn1Q0KfMaOiCee,Daniel Pemberton,Amsterdam (Original Motion Picture Soundtrack),Triage,18,129733,False,0.773,0.237,0,-15.543,0,0.0319,0.724,0.478,0.151,0.436,109.972,3,british
5B6DpblYjEi7Mp67XxqO3t,Kevin Bloody Wilson,35 Years of Kevin Bloody Wilson,Dickin's Cider,21,211653,True,0.734,0.711,9,-6.285,1,0.114,0.637,0.0,0.146,0.711,99.969,4,comedy
4DfxFGwreu9BquiLRClwh8,John De Sohn,Hum With Me,Hum With Me,52,167870,False,0.653,0.708,10,-5.385,1,0.0345,0.109,0.0011,0.163,0.347,111.924,4,progressive-house
2gug6MRv4xQFYi9LA3PJCS,Eric Chou,"愛,教會我們的事","你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",65,287306,False,0.439,0.477,10,-5.638,1,0.0307,0.643,0.0,0.114,0.535,159.819,4,mandopop
2pTRbVL55ufHO3NZGw4QYH,Nana Mouskouri,Every Grain of Sand,Love Minus Zéro / No Limit,24,172826,False,0.532,0.268,0,-11.477,1,0.0279,0.819,1.6e-06,0.1,0.55,99.282,4,opera
69zmyMJrufLbIGGC4QO2al,Viernes Verde,Oscuro,Abrazar la Niebla,43,449200,False,0.525,0.641,5,-8.695,1,0.0259,0.000285,0.02,0.111,0.159,138.839,4,metal
5vEkDdJAhgaw5DLxLnT9QM,Los Tukas,15 Exitos,Mananitas A La Madre,31,199333,False,0.55,0.504,11,-10.15,1,0.0278,0.595,0.0,0.0989,0.611,98.641,4,rock-n-roll
0M8g4Bt0R12Y3U9MM9oXaT,Oingo Boingo,Boingo,Mary,24,388773,False,0.471,0.528,11,-8.41,1,0.0273,0.206,0.0,0.0632,0.226,77.462,4,synth-pop
4U2DdHWTG2c78i05CIuLAK,Anxiety Attacks!;93FEETOFSMOKE,TIRED,TIRED,48,161342,False,0.707,0.861,9,-5.653,1,0.178,0.0762,0.0,0.324,0.7,110.084,4,emo
0V52aCefKzQy0xkeX6dSlq,Grupo Fundo De Quintal,Vou Festejar,Sorriso Negro,43,196186,False,0.594,0.85,9,-8.529,1,0.112,0.356,0.0,0.982,0.426,102.695,4,samba
1ZK3FPG6rdmDqjsGvVZAtA,Bensley,Roll The Dice,Roll The Dice,52,248275,False,0.424,0.957,1,-1.093,0,0.0424,0.00771,0.0406,0.479,0.27,173.996,4,drum-and-bass
39xU2D7t9LWs9EueUtC48K,Jhayco;Bad Bunny,Última Misión Reggaeton,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,3,-8.871,0,0.0872,0.0946,0.0,0.119,0.304,92.988,4,reggaeton
15ilc6d2hQVK4huUpywfMW,Anabantha,"Letanías, Capítulo 3",Abismo,22,296760,False,0.263,0.773,1,-6.693,0,0.0404,0.312,5.51e-06,0.132,0.225,150.018,4,goth
4H5i3NfZgjNfeVwLLyJYZL,Chimaira,Metal Lives!,Disposable Heroes,0,500306,False,0.183,0.986,6,-5.133,0,0.0692,1.75e-05,0.000106,0.179,0.291,187.989,4,industrial
605EkZOLdgCcqfPzcdVcME,Dhaval Kothari,Dhuni Re Dhakhavi,Dhuni Re Dhakhavi,37,220800,False,0.582,0.52,7,-7.479,1,0.0334,0.398,0.0,0.205,0.413,99.989,4,folk
3yDRmusu4Br0zzfdSzEGeH,Drexciya,Journey of the Deep Sea Dweller III,The Countdown Has Begun,9,187195,False,0.766,0.98,11,-10.674,0,0.0518,0.00341,0.921,0.105,0.46,124.306,4,detroit-techno
2CIvRVcp8ZdShxXwYW1aE9,Jovonn;Ian Pooley,Back To House,Back To House - Ian Pooley's New Dub,8,384306,False,0.739,0.829,1,-8.122,0,0.0521,0.00126,0.169,0.287,0.357,126.028,4,chicago-house
3qmrgc40e81Uxk3XU8iE9Y,Jorge Vercillo,Endereço,Endereço,39,205025,False,0.538,0.706,11,-5.416,1,0.0726,0.518,0.0,0.229,0.679,173.965,4,mpb
5Ce9z7GqSknXccyppRxNLY,Ookay,Thief,Thief,57,239711,False,0.57,0.797,6,-2.954,1,0.0608,0.00476,0.00833,0.11,0.212,149.925,4,dubstep
5Xiz4KHePDAnoI7nC7Vofr,Hillsong Worship,Jesus Is,How Great Is Our God,43,386986,False,0.359,0.501,2,-8.621,1,0.0294,0.151,2.31e-06,0.11,0.077,145.785,4,world-music
1chnlLONX1BubwxEnL0fln,Madeline The Person,Hits Hits Hits,MEAN!,0,143957,False,0.56,0.436,7,-8.761,1,0.491,0.918,0.0,0.093,0.402,117.907,4,singer-songwriter
5jLWRE6nyI3ijFlIMCYJKH,Andrea Bocelli;Orchestra Sinfonica di Milano Giuseppe Verdi;Steven Mercurio,Rarities (Remastered),Amapola - Remastered,27,253384,False,0.175,0.371,2,-7.367,1,0.0305,0.963,1.38e-06,0.191,0.2,80.714,4,opera
2gmadK5mFVz6OGDoiBItE0,Helzgloriam,Decapitated mystics of the serpent,Humanoid,0,204666,False,0.444,0.892,7,-4.254,1,0.0431,0.000459,0.0733,0.653,0.24,124.025,4,iranian
4nzbkdiJ0GzxNUhVFz43j4,Atitude 67,Atitude 67 (Ao Vivo),Casal Do Ano (Plutão) - Ao Vivo,51,207853,False,0.704,0.865,4,-5.494,1,0.0678,0.489,0.0,0.863,0.817,146.067,4,sertanejo
00PBSElFPJbnIcFS7orAm2,Jhayco,Frescura y Perreo,Christian Dior,1,147133,True,0.835,0.718,7,-5.62,0,0.0694,0.226,1.99e-06,0.108,0.427,92.028,4,latin
7h3ryyFSZ1ycnh8CYpULRa,M-22,Can’t Stop Loving You,Can’t Stop Loving You,51,185393,False,0.693,0.847,11,-5.205,1,0.0458,0.00087,0.0034,0.131,0.374,124.002,4,deep-house
7y6L7s4EhI3CEPEqjGCgeU,dvsn,20's R'n'B,If I Get Caught,0,186114,False,0.77,0.512,8,-4.839,0,0.0802,0.157,0.0,0.0552,0.848,148.971,3,soul
45CiDBvF0HNtAHXQFfnSzD,Tove Lo;Daye Jack,BLUE LIPS (lady wood phase II),romantics,48,211648,False,0.618,0.716,10,-6.46,1,0.0311,0.00462,3.73e-06,0.194,0.201,98.017,4,synth-pop
4gZ0cdB30vF7gVsWlnMjHi,Whitesnake,Timeless Rock Hits,Fool for Your Loving,1,258146,False,0.586,0.906,0,-8.235,1,0.0564,0.000837,0.019,0.0958,0.748,122.133,4,hard-rock
7E4YIdKQEhSltJyPn73Dj2,Nosferatu;Endymion,A Gathering of Styles,Drunk With a Gun,17,289761,False,0.48,0.961,1,-8.404,0,0.497,0.0436,0.111,0.651,0.0434,170.043,4,happy
3mVpbUvLXvzPH2zL0p7Q2U,Sidhu Moose Wala,Moosetape,Burberry,63,203443,False,0.681,0.738,11,-4.726,1,0.287,0.225,0.0,0.532,0.624,151.026,4,hip-hop
1B4KDy5VAXxR8FayLvWlJu,mehro;AWAY,like you're god (AWAY Remix),like you're god (AWAY Remix),47,185142,False,0.663,0.446,11,-8.009,0,0.348,0.288,0.00524,0.324,0.221,139.6,3,songwriter
4QunEuIrDNY59Wu610wKQt,Little Symphony,Serenity,Anvindr,26,175238,False,0.184,0.109,0,-24.131,1,0.0631,0.786,0.879,0.117,0.193,131.54,4,ambient
5wwQmWZtmEoV8XSm05zQvA,Anupam Roy,Piku,Teri Meri Baatein,49,328384,False,0.653,0.554,5,-8.156,1,0.0243,0.157,1.23e-06,0.172,0.455,99.974,4,k-pop
1U1NkDoPpCSEX1T6ZMWX04,Celtic Woman,A New Journey,Scarborough Fair,52,192973,False,0.247,0.233,10,-13.611,1,0.0366,0.914,2.49e-05,0.379,0.102,123.097,3,opera
27w8T3kDTwVjEw4vQ7rPUu,Weekend Nachos,Apology,Dust,17,111426,False,0.378,0.981,1,-3.826,0,0.102,1.65e-06,0.973,0.203,0.21,91.128,4,grindcore
53UKOu8knQIiceqiPiudV3,Tove Lo,Fifty Shades Darker (Original Motion Picture Soundtrack),Lies In The Dark,52,221440,False,0.299,0.448,1,-7.819,1,0.0452,0.0275,0.0,0.0892,0.172,177.59,4,synth-pop
1AtBzcUzKLh4BGwXhFA9K6,Wizkid,Ayo,Ojuelegba,59,216242,False,0.645,0.748,9,-5.888,0,0.0351,0.154,0.000283,0.239,0.903,100.056,4,dancehall
4D6NNrHLQKtSF0F2Q6JC9L,Paul Johnson,"Best Of Moody Recordings, Vol. 1",Get Get Down - Original Mix,6,551999,False,0.906,0.918,5,-8.041,0,0.0839,0.000146,0.845,0.116,0.51,126.953,4,chicago-house
3i39d7KtpiAHW5elg1WupN,Andrew Lloyd Webber;The Andrew Lloyd Webber Orchestra;Simon Lee,Symphonic Suites,The Phantom Of The Opera Symphonic Suite - Pt.2,24,142480,False,0.185,0.0654,1,-19.665,1,0.0372,0.8,0.968,0.102,0.0386,87.218,3,show-tunes
1SHV4g9aRealAMsqqnz55a,Sungha Jung,Sungha Jung Cover Compilation 4,A Thousand Years,34,283872,False,0.478,0.28,3,-11.649,1,0.0444,0.69,0.909,0.315,0.223,98.263,4,guitar
33zkGcvdzx3UPg3AKbPpSS,The Beach Boys,Christmas Rock 2022,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock
1XOoxrHEwBrh6NxGEDYN7z,Sergei Lemeshev,Сергей Лемешев. 20 золотых песен,Я тебе ничего не скажу,0,188333,False,0.334,0.0405,5,-24.064,0,0.0426,0.991,0.000318,0.176,0.0625,94.957,3,romance
4N76PHUjVJrtTfiYWZB03T,David Cross,"Oh, Come On","How the Sausage Is Made (Couples Colonic, Pt. 4)",24,253591,True,0.621,0.56,3,-15.82,0,0.941,0.315,0.0,0.931,0.438,82.399,4,comedy
3B2BhlLK5ZDlm5hwbaZhIU,Marshall Jefferson;George Smeddles;Paris Brightledge;DEL-30,It’s Alright (DEL-30 Remix),It’s Alright - DEL-30 Remix,10,158511,False,0.661,0.975,9,-5.523,0,0.0481,0.048,0.00927,0.223,0.499,125.919,4,chicago-house
6fx2tRc1ez4qCPySzRRx1m,Hiroyuki Sawano,Attack On Titan The Final Season Original Soundtrack 02,YouSee-Power,40,257466,False,0.217,0.35,9,-10.26,0,0.0322,0.197,0.932,0.141,0.0942,61.992,4,anime
6xq5DxZWGgdStAxGAil0yw,Rainbow,Down To Earth,Since You Been Gone,68,197160,False,0.733,0.726,7,-6.514,1,0.0371,0.379,2.58e-06,0.471,0.915,120.814,4,hard-rock
6dUU6WdzBGxlkqG8ovC7Xg,TINI;Nacho,Pop x siempre,Te Quiero Más,3,205173,False,0.881,0.848,1,-3.747,0,0.0987,0.353,0.0,0.272,0.848,115.001,4,latin
1R38t8OwFftz2EzCwMogIJ,Péricles,Pagode do Pericão (Ao Vivo),Eu Te Amo - Ao Vivo,52,233042,False,0.391,0.667,2,-5.683,1,0.0378,0.691,0.0,0.353,0.59,72.995,4,pagode
4L9UGREMQBfYLmGwlACgTV,Rammstein,"Reise, Reise",Moskau,61,256306,False,0.493,0.963,11,-3.41,1,0.0638,2.25e-05,0.667,0.305,0.305,147.992,4,industrial
32AV76N8GhpnJ74VoYfDGk,Zomboy,The Dead Symphonic EP,Nuclear (Hands Up),48,316208,False,0.499,0.969,4,-1.074,0,0.0649,0.00526,0.000681,0.0832,0.526,174.019,4,dubstep
0PyWzcDAflIrRNZrJzmYhE,Anuel AA;KAROL G,Halloween con perreito,Secreto,0,258799,False,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,4,reggaeton
0Jiloc4LOUub7ifjrqjEi7,Amistades Peligrosas,La Profecía,Será,27,256706,False,0.572,0.39,2,-8.944,1,0.0329,0.41,0.0,0.0904,0.283,83.942,4,spanish
6pEzb2WKU1YQxRIHc6k1LG,Liquid Mind,Liquid Mind XI: Deep Sleep,"Deep Sleep, Pt. 1",26,368226,False,0.156,0.126,0,-22.038,1,0.0389,0.965,0.972,0.106,0.0341,74.775,4,new-age
3HFjh7QljnUCBLsoTwMuTj,KK,Woh Lamhe,Kya Mujhe Pyar Hai,64,266653,False,0.644,0.818,6,-5.924,0,0.0549,0.431,2.62e-05,0.0806,0.789,118.477,4,pop-film
7LmHkGqVkr6cMPhA8J5dmn,MC Virgins;Shotgun Willy;Yun Head,Bumpin',Bumpin',60,145119,True,0.752,0.906,4,-4.426,0,0.113,0.106,0.0157,0.167,0.53,107.529,4,sad
6ILTZYLgZFVciUUCQX3guJ,Salim–Sulaiman;KK;Shweta Pandit;Anvita Dutt Guptan,Neal ‘N’ Nikki,Neal ‘N’ Nikki,35,317022,False,0.813,0.827,4,-6.804,0,0.116,0.216,0.0,0.218,0.831,104.987,4,folk
7GVEjM8u2tyrtczh9Z1L0N,Avicii,Summer Music Festival Hits,Last Dance - Radio Edit,0,204375,False,0.52,0.823,0,-5.152,1,0.0363,0.000364,0.289,0.14,0.158,127.981,4,dance
0gDvyUgaBYhTS8rGiaYofp,Angela Ro Ro,A Vida É Mesmo Assim,Fogueira,37,244986,False,0.298,0.267,0,-13.202,1,0.0344,0.899,0.00162,0.0921,0.133,90.413,3,samba
0n9OEnwslUYp35GIPC4gV3,Promoting Sounds;7ru7h,Save Me,Save Me,51,172235,False,0.628,0.613,4,-7.209,0,0.0705,0.0271,0.0,0.291,0.218,170.075,4,sad
5TesTZfibAyTVYptvLafgy,Andrew Lloyd Webber;Charles Hart;Mike Batt;Royal Philharmonic Orchestra;David Arnold,Greatest Film Classics,"All I Ask Of You - From ""Phantom of the Opera""",20,241560,False,0.0735,0.266,2,-12.535,0,0.0394,0.932,0.94,0.13,0.0556,74.686,3,show-tunes
0yB5FdOd4jI2NYuyY1QR3D,Benny Page;MC Spyda,Serious Time,Serious Time,21,183448,False,0.693,0.977,11,-2.038,1,0.0564,0.000927,0.000559,0.0736,0.508,175.031,4,drum-and-bass
37Jc6IK91j87bVDijAgatF,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - A Classical Dawn,"12 Variations on a Minuet by J.C. Fischer in C, K.179: 4. Variation III",4,91664,False,0.304,0.0925,0,-27.578,1,0.0464,0.992,0.91,0.14,0.896,153.84,5,classical
2NGhKPZdZk2pPZinWphTzh,Max Richter;Mari Samuelsen;Konzerthausorchester Berlin;Jonathan Stockhammer,Voyager - Essential Max Richter,November,54,367240,False,0.45,0.442,0,-11.444,1,0.0478,0.524,0.176,0.101,0.138,120.176,4,ambient
0218OusF1etow0wB7zia7u,Kvatro,Русская зима,Опять метель,10,217819,False,0.294,0.285,7,-11.287,0,0.0296,0.826,0.000188,0.452,0.117,140.175,4,romance
39lMFaI4VWe09e3exRX5sw,Motorpsycho,Ancient Astronauts,The Ladder,27,400500,False,0.291,0.652,8,-11.597,1,0.0804,0.00209,0.845,0.0502,0.0705,181.99,3,psych-rock
1rfofaqEpACxVEHIZBJe6W,Camila Cabello;Young Thug,Camila,Havana (feat. Young Thug),80,217306,False,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4,dance
1KU6XmqUCyCOa7wNdvhSuE,Mart'nália;Luiza Possi,Madrugada,Alegre Menina,37,237146,False,0.757,0.413,4,-12.893,1,0.0627,0.823,0.0,0.115,0.614,100.046,4,samba
6rLqjzGV5VMLDWEnuUqi8q,Martha Reeves & The Vandellas,Dance Party,Dancing In The Street - Stereo,67,165226,False,0.556,0.57,2,-9.472,1,0.0393,0.0118,0.000526,0.198,0.304,126.01,4,rock-n-roll
0VALO2mJCnpzv8OSHlMlSq,La Verbena Popular,El Tercer Viento Norestense,Hiereme,46,241986,False,0.746,0.805,0,-4.141,1,0.0342,0.307,0.0,0.254,0.912,145.899,4,alt-rock
2Fc99kfkQ1S2RilXcd6xIU,Money Chicha,Echo en Mexico,Quieren Efectos,24,167217,False,0.553,0.773,5,-6.446,1,0.0343,0.173,0.865,0.185,0.597,96.617,4,afrobeat
